Title,Date,Location,Text,URL
Schussabgabe auf Wohnungstür,19.06.2025,Charlottenburg-Wilmersdorf,"Nr. 1684
Heute früh gab ein mutmaßlicher Einbrecher einen Schuss auf eine Wohnungstür in Schmargendorf ab. Nach bisherigen Erkenntnissen und Zeugenangaben soll ein 45-jähriger Bewohner eines Mehrfamilienhauses in der Charlottenbrunner Straße kurz nach 3 Uhr Geräusche an seiner Wohnungstür wahrgenommen haben. Da er nach eigenen Angaben einen Einbrecher an seiner Wohnungstür vermutete, machte er auf sich aufmerksam, um den Unbekannten von einer weiteren Begehung der Tat abzuschrecken. Daraufhin habe der Unbekannte einen Schuss auf die Wohnungstür abgegeben und sei geflüchtet. Es wurde niemand verletzt. Alarmierte Einsatzkräfte stellten ein Durchschussloch in der Wohnungstür und das Projektil einer scharfen Schusswaffe fest. Die weiteren Ermittlungen hat ein Fachkommissariat der Polizeidirektion 2 (West) übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1571573.php
Radfahrerin nach Verkehrsunfall verstorben,19.06.2025,Steglitz-Zehlendorf,"Nr. 1683
Die Radfahrerin, die am 14. Juni 2025 bei einem Verkehrsunfall an der Sundgauer Straße Ecke Clayallee lebensgefährlich verletzt worden war, ist gestern verstorben. Die 87-Jährige ist die 13. Verkehrsunfalltote in diesem Jahr in Berlin.
Erstmeldung Nr. 1659 vom 15. Juni 2025: Autofahrerin fährt Radfahrerin an – Lebensgefahr
Gestern Vormittag ist eine Radfahrerin nach einem Verkehrsunfall in Zehlendorf mit lebensgefährliche Verletzungen in ein Krankenhaus gebracht worden. Nach bisherigen Erkenntnissen befuhr eine 74-Jährige gegen 11 Uhr mit ihrem Wagen die Sundgauer Straße in Richtung Clayallee. An der Einmündung Sundgauer Straße Ecke Clayallee fuhr sie die 87-jährige, vorfahrtsberechtigte Radfahrerin an, die von links kam und auf dem Radweg der Clayallee in Richtung Saargemünder Straße unterwegs war. In der Folge stürzte die 87-Jährige und erlitt multiple Verletzungen, unter anderem eine erhebliche Kopfverletzung. Alarmierte Rettungskräfte brachten die Radfahrerin zur intensivmedizinischen Behandlung ins Krankenhaus. Die Autofahrerin stand deutlich unter dem Eindruck des Geschehens und musste ebenfalls zur Behandlung in eine Klinik gebracht werden. Während der Versorgung der Verletzten und Unfallaufnahme war die Sundgauer Straße ab Lützelsteiner Weg in Richtung Clayallee und die
    Clayallee zwischen Sundgauer Straße und Leichhardtstraße von circa 11:10 bis 15:20 Uhr gesperrt. Die BVG-Buslinien 115, 285 und 623 waren betroffen. Der Verkehrsermittlungsdienst der Polizeidirektion 4 (Süd) hat die weiteren Ermittlungen übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1569995.php
Bilder einer Kamera entlarven Einbrecher - Festnahme in Steglitz,18.06.2025,Steglitz-Zehlendorf,"Nr. 1682
Durch die Aufzeichnung einer installierten Kamera wurde eine Mieterin am gestrigen Nachmittag auf einen mutmaßlichen Wohnungseinbruch in ihrer Steglitzer Wohnung aufmerksam. Gegen 14.40 Uhr erkannte sie über die Live-Übertragung zwei Männer, die sich unberechtigt Zutritt zu ihrer Wohnung in der Bergstraße verschafft hatten. Die Frau reagierte sofort und setzte über den Notruf die Polizei in Kenntnis. Einsatzkräfte des Polizeiabschnitts 45 trafen nur wenige Minuten später am Einsatzort ein und nahmen die beiden Tatverdächtigen im Alter von 42 und 48 Jahren noch in der Wohnung fest. Bei der Durchsuchung fanden die Beamtinnen und Beamten bei dem 42-Jährigen ein Messer. Beide Festgenommenen wurden einem Fachkommissariat der Polizeidirektion 4 (Süd) überstellt. Sie sollen im Laufe des Tages einem Ermittlungsrichter zum Erlass eines Haftbefehls vorgeführt werden.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1571370.php
Streit zwischen Kindern eskaliert,18.06.2025,Reinickendorf,"Nr. 1681
Gestern Abend eskalierte ein Streit in Reinickendorf. Nach bisherigem Ermittlungsstand und Aussagen spielten ein 11 und ein 12 Jahre alter Junge gegen 19 Uhr Fußball auf einem Spielplatz in der Zobeltitzstraße. Ein ebenfalls 12 Jahre alter Junge geriet mit den beiden in einen Streit, nachdem er ihnen mehrfach den Ball weggenommen haben soll. Die verbale Streiterei der Kinder schaukelte sich zu einer körperlichen Rangelei hoch. Im weiteren Verlauf mischten sich zahlreiche Familienangehörige zum Teil auch handgreiflich ein, unter anderem die drei Mütter der Jungs und zwei Schwestern des 12-Jährigen, der nicht dem Fußballduo angehörte. Die beiden jungen Frauen im Alter von 20 und 22 Jahren sollen laut Zeugenaussagen mit Steinen geworfen haben. Als Einsatzkräfte des Polizeiabschnitts 11 vor Ort eintrafen war die Lage emotional aufgeheizt und durch etwa einhundert Beteiligte unübersichtlich. Mitten in der Sachverhaltsklärung beobachteten die Einsatzkräfte, wie ein
    46-jähriger Mann einem 17-Jährigen mit der Hand ins Gesicht schlug und ein Messer zog. Daraufhin nahmen zwei Beamte die entschlossene Schießhaltung ein und fordern den 46-Jährigen auf, sein Messer fallenzulassen. Der Mann kam der Aufforderung nach und es wurden ihm Handfesseln angelegt. Insgesamt fuhren 16 Einsatzwagen zur Unterstützung zum Einsatzort, so dass die einzelnen Lager voneinander separiert werden konnten. Gegen 19:20 Uhr beruhigte sich die Lage. Der 46-Jährige kam für identitätsfeststellende Maßnahmen in ein Polizeigewahrsam und wurde im Anschluss von dort entlassen. Die beiden Kinder, die Fußball gespielt hatten, klagten über Schmerzen, lehnten jedoch eine ärztliche Behandlung ab. Der weitere 12-Jährige stand deutlich unter dem Eindruck des Geschehens. Er erlitt eine Kopfplatzwunde und klagte über Schmerzen und Atemnot. Alarmierte Rettungskräfte brachten den Jungen in Begleitung seiner Mutter für eine Behandlung in ein Krankenhaus. Die weiteren, noch
    andauernden Ermittlungen hat ein Fachkommissariat der Direktion 1 (Nord) übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1571312.php
Gefahrenbremsung nach Rangelei am U-Bahnhof,18.06.2025,Reinickendorf,"Nr. 1680
Gestern Nachmittag kam es in Reinickendorf zu einer körperlichen Auseinandersetzung. Gegen 16:30 Uhr soll auf dem Bahnsteig des U-Bahnhofes Residenzstraße ein 36-Jähriger einen bislang unbekannten Mann beim im Vorbeigehen gestreift haben. Nach Zeugenaussagen sollen sich die beiden Männer daraufhin gegenseitig mit Fäusten geschlagen haben. Während die U-Bahn in den Bahnhof einfuhr, soll der bislang unbekannte Tatverdächtige den 36-Jährigen hinter der weißen Sicherheitslinie festgehalten und in Richtung Bahnsteigmitte geschleudert haben. Der U-Bahnfahrer soll die Rangelei gesehen haben. Er leitete eine Notbremsung ein. Der Unbekannte habe den Mann dann losgelassen und sich in unbekannte Richtung entfernt. Der 36-Jährige erlitt Verletzungen im Gesicht, lehnte jedoch eine medizinische Behandlung ab. Weitere Ermittlungen führt ein Fachkommissariat der Polizeidirektion 1 (Nord).",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1571211.php
Schussabgaben nach Streit,18.06.2025,Mitte,"Nr. 1679
In der vergangenen Nacht wurde die Polizei aufgrund von Schussabgaben nach Mitte alarmiert. Bisherigen Ermittlungen zufolge soll es in der Friedrichstraße Ecke Zimmerstraße gegen 0:30 Uhr zunächst zu verbalen Streitigkeiten zwischen zwei Männern im Alter von 34 und 44 Jahren und einer Personengruppe auf dem Gehweg gekommen sein. Im Vorfeld habe man sich dort verabredet, um bestehende Streitigkeiten beizulegen. Im weiteren Verlauf der Auseinandersetzung zog ein Mann aus der Gruppe eine Schusswaffe und soll mit dem Griffstück dem 34-Jährigen ins Gesicht geschlagen haben. Anschließend sollen mindestens zwei Männer aus der Personengruppe heraus mehrere Schüsse in die Richtung der beiden 34 und 44 Jahre alten Männer abgegeben haben, ohne sie jedoch zu verletzen. Die Tatverdächtigen flüchteten anschließend mit Fahrzeugen in Richtung Kommandantenstraße. Der 34-Jährige wurde mit Verletzungen im Gesicht durch alarmierte Rettungskräfte am Ort versorgt. Nach Hinweisen zu
    einem möglichen Aufenthaltsort der Tatverdächtigen wurde gegen 1:30 Uhr auf Anordnung einer Staatsanwältin ein Lokal in der Kommandantenstraße durch Polizeikräfte begangen und die Personen, die sich zum Zeitpunkt der Kontrolle dort aufhielten, überprüft. In dem Lokal konnten weder die Tatverdächtigen noch mögliche Tatmittel gefunden werden. Am Tatort wurde eine Patronenhülse einer Schusswaffe gefunden und sichergestellt. Ob es sich um eine scharfe Schusswaffe oder eine Schreckschusswaffe handelte, ist derzeit Gegenstand der noch laufenden Ermittlungen, die von einem Fachkommissariat der Polizeidirektion 5 (City) geführt werden.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1571202.php
Autofahrer fährt Motorradfahrer an,18.06.2025,Friedrichshain-Kreuzberg,"Nr. 1978
Gestern Nachmittag wurden in Kreuzberg ein Motorradfahrer und seine Sozia bei einem Verkehrsunfall verletzt. Nach bisherigem Erkenntnisstand und Zeugenaussagen befuhr ein 55-jähriger Motorradfahrer gegen 14:10 Uhr die Urbanstraße auf der linken Fahrspur in Richtung Hermannplatz. Er wurde dabei von einem 29-jährigen Autofahrer angefahren, der mit seinem Wagen ebenfalls die Urbanstraße in dieselbe Richtung befuhr und über die drei Fahrstreifen wechselte, um an einer Mittelinsel zu wenden. Unmittelbar vor dem Wendemanöver ereignete sich der Unfall auf dem linken Fahrstreifen. Der Motorradfahrer und seine 50-jährige Sozia stürzten durch den Zusammenstoß zu Boden und erlitten Verletzungen, unter anderem mehrere Knochenbrüche. Alarmierte Rettungskräfte brachten die Verletzten zu stationären Behandlungen in ein Krankenhaus. Die weiteren Ermittlungen hat das Fachkommissariat für Verkehrsdelikte der Polizeidirektion 5 (City) übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1571200.php
Beim Fahrstreifenwechsel – Lkw-Fahrer fährt Radfahrer an,18.06.2025,Tempelhof-Schöneberg,"Nr. 1677
Gestern Vormittag ereignete sich ein Verkehrsunfall in Schöneberg. Gegen 9:40 Uhr befuhr ein Radfahrer die Kurfürstenstraße zwischen Keithstraße und Landgrafenstraße in Richtung Schillstraße. Nach bisherigem Kenntnisstand soll der 73-Jährige aus dem rechten in den mittleren Fahrstreifen gewechselt sein, da vor ihm ein Bus an der Haltestelle gestanden haben soll. Beim Fahrstreifenwechsel habe ein 54-Jähriger, der mit einem Lkw den mittleren Fahrsteifen befuhr, den Radfahrer angefahren. Der Senior stürzte zu Boden und erlitt Kopfverletzungen. Alarmierte Rettungskräfte brachten den Verletzten zur stationären Behandlung in ein Krankenhaus. Das Verkehrsunfallkommando der Polizeidirektion 2 (West) übernahm die Ermittlungen am Unfallort.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1571041.php
Nächtlicher Einbruch in Schöneberg – Polizei stellt Tatverdächtigen,17.06.2025,Tempelhof-Schöneberg,"Nr. 1676
Dank des schnellen Handelns einer aufmerksamen Nachbarin konnten Einsatzkräfte des Polizeiabschnitts 42 in der vergangenen Nacht einen mutmaßlichen Einbrecher festnehmen. Gegen 22.50 Uhr bemerkte die Zeugin verdächtige Bewegungen im Hinterhof eines Mehrfamilienhauses in der Menzelstraße: Ein Mann und eine Frau hielten sich dort auffällig auf und schienen besonderes Interesse an den Fenstern einer Erdgeschosswohnung zu zeigen. Während der Mann schließlich durch eines der Fenster in die Wohnung einstieg, blieb seine mutmaßliche Komplizin draußen und stand offenbar Schmiere. Die Zeugin reagierte prompt und alarmierte die Polizei. Die eintreffenden Einsatzkräfte trafen nur wenig später ein und nahmen den 27-jährigen Tatverdächtigen nach seiner Flucht über den Balkon fest. Bei ihm fanden die Beamtinnen und Beamten mutmaßliches Diebesgut, darunter Schmuck aus der betroffenen Wohnung. Seiner mutmaßlichen Mittäterin gelang hingegen die Flucht. Der Festgenommene wurde
    einem Fachkommissariat der Polizeidirektion 4 (Süd) überstellt. Er soll im Laufe des Tages einem Ermittlungsrichter zur Entscheidung über den Erlass eines Haftbefehls vorgeführt werden. Die Ermittlungen, insbesondere zu seiner Komplizin, dauern an.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1570893.php
Zahlreiche Fahrzeuge abgebrannt,17.06.2025,bezirksübergreifend,"Lichtenberg/Neukölln
In der vergangenen Nacht setzten bisher Unbekannte zahlreiche Fahrzeuge zweier Firmen in Lichtenberg und Britz in Brand. Die Taten erfolgten jeweils um kurz vor 3 Uhr. Nach derzeitigem Ermittlungsstand werden politische Tatmotivationen angenommen, weswegen der Polizeiliche Staatsschutz des Landeskriminalamts die weiteren, noch andauernden Ermittlungen wegen des Verdachts der Brandstiftungen übernommen hat. Verletzte gab es nicht.
Nr. 1674
Auf einem Parkplatz eines Gewerbegebietes in der Buchberger Straße sahen Zeugen einen Feuerschein, hörten Knallgeräusche und alarmierten die Feuerwehr, die die Flammen an Fahrzeugen eines Telekommunikationsunternehmens löschte. Insgesamt waren 17 Fahrzeuge betroffen, die teilweise vollständig ausbrannten.
Nr. 1675
Auf einem Fahrzeugabstellplatz in der Mohriner Allee meldeten mehrere Personen Feuer. Dort brannten insgesamt 18 Fahrzeuge eines Versanddienstleisters komplett aus. Fünf weitere Fahrzeuge wurden durch die Flammen beschädigt.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1570722.php
Autofahrerin fährt Radfahrer an,17.06.2025,Spandau,"Nr. 1673
Gestern Nachmittag kam es zu einem Verkehrsunfall in Spandau. Nach ersten Erkenntnissen befuhr eine 65-jährige Autofahrerin gegen 13:40 Uhr die Fahrbahn der Flankenschanze in Fahrtrichtung Feldstraße. An der Kreuzung zur Bismarckstraße fuhr die Frau einen 80-jährigen Radfahrer an, der von der Bismarckstraße in Fahrtrichtung Falkenseer Chaussee in den Kreuzungsbereich einfuhr. Der Senior wurde mit Verletzungen an Kopf und Rumpf zur stationären Behandlung in ein Krankenhaus gebracht. Die weiteren Ermittlungen hat ein Fachkommissariat für Verkehrsdelikte der Polizeidirektion 2 (West) übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1570568.php
