Query,Latitude,Longitude,TextExcerpt,URL
"Hansaplatz, Mitte, Berlin",52.518008,13.3420365,"Nr. 0821
In der vergangenen Nacht kam es zu einer Körperverletzung sowie zu einer Beleidigung mit homophobem Hintergrund im Hansaviertel. Nach ersten Erkenntnissen soll ein 40-Jähriger aus ungeklärter Ursache einen 32-Jährigen auf dem Bahnsteig des U-Bahnhofes Hansaplatz getreten, geschlagen haben und homophob beleidigt haben. Der 32-Jährige habe sich seinerseits mit Faustschlägen gegen den Angriff zur Wehr gesetzt. Der 40-Jährige verspürte Schmerzen im Gesicht, lehnte eine Behandlung jedoch ab. Der 32-Jährige lehnte ebenfalls eine ärztliche Behandlung ab. Eine freiwillige Atemalkoholmessung bei dem 40-Jährigen ergab einen Wert von rund 1,9 Promille. Eine Richterin ordnete eine Blutentnahme bei dem Tatverdächtigen an. Nach erfolgter erkennungsdienstlicher Behandlung wurde der 40-Jährige wieder auf freien Fuß gesetzt. Die Ermittlungen des Polizeilichen Staatsschutzes des Landeskriminalamtes wegen Beleidigung und Körperverletzung dauern an.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1546224.php
"Poelchaustraße, Marzahn-Hellerdorf, Berlin",52.5225225,13.5876634,"Nr. 0817
Gestern Abend wurden Fahrgäste einer S-Bahn in Marzahn von einem Unbekannten fremdenfeindlich beleidigt. Gegen 19 Uhr befand sich ein Zug der S-Bahn-Linie 7 auf dem Bahnhof Poelchaustraße. Gemäß Angaben der Internetanzeige, die im Nachgang bei der Polizei Berlin einging, beleidigte ein Mann die 20-jährige Anzeigende sowie weitere Fahrgäste in dem Wagon fremdenfeindlich. Der Polizeiliche Staatsschutz beim Landeskriminalamt übernahm die weiteren Ermittlungen.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1546098.php
"Wutzkyallee, Neukölln, 48",52.4253433,13.4733861,"Nr. 0787
Gestern Nachmittag kam es in Gropiusstadt zu einer Beleidigung. Nach bisherigen Erkenntnissen beleidigte ein 40-jähriger Mann gegen 15:45 Uhr eine 57-jährige Frau und ihre 31-jährige Tochter auf dem Bahnsteig im U-Bahnhof Wutzkyallee. Beim Verlassen des U-Bahnhofes soll der Mann zudem mehrfach den sogenannten Hitlergruß gezeigt haben. Alarmierte Einsatzkräfte des Polizeiabschnitts 48 nahmen den Mann vorübergehend fest. Nach den polizeilichen Maßnahmen kam er wieder auf freien Fuß. Die weiteren Ermittlungen führt der Polizeiliche Staatsschutz beim Landeskriminalamt Berlin.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1544867.php
"Braunschweiger Straße, Neukölln, Berlin",52.47184323941656,13.451112179345609,"Nr. 0759
Gestern Mittag wurden Einsatzkräfte wegen einer Sachbeschädigung mit politischer Motivation nach Neukölln alarmiert. Nach ersten Erkenntnissen stellte eine Objektschutzstreife gegen 12:25 Uhr eine Schmiererei auf einem Rollladen an einem Bürgerbüro einer Partei in der Braunschweiger Straße fest. Die weiteren Ermittlungen hat der Polizeiliche Staatsschutz des Landeskriminalamts übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1543722.php
"Osloer Straße, Gesundbrunnen, Mitte",52.5571597,13.3732715,"Nr. 0746
Gestern Morgen hat ein Unbekannter in Gesundbrunnen eine Jugendliche in einer Straßenbahn fremdenfeindlich beleidigt. Nach ersten Erkenntnissen habe der Unbekannte gegen 7:20 Uhr die 14-Jährige in der Straßenbahn der Linie M13 auf Höhe der Haltestelle U-Bahnhof Osloer Straße zur Seite gedrängt, angespuckt und anschließend fremdenfeindlich beleidigt. Der Tatverdächtige flüchtete in unbekannte Richtung. Die weiteren Ermittlungen hat der Polizeiliche Staatsschutz beim Landeskriminalamt übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1543533.php
"Emser Straße, Neukölln, Berlin",52.46953930580898,13.439164632844426,"Nr. 0731
Ein Mann zeigte gestern Nachmittag eine Sachbeschädigung in Neukölln an. Gegen 14 Uhr bemerkte der 46-jährige Zeuge ein an der Hauswand, des in der Emser Straße gelegenen Hauses, angebrachtes rotes Dreieck und alarmierte die Polizei. Einsatzkräfte des Polizeiabschnitts 55 dokumentierten die Beschädigung und machten sie im Nachgang unkenntlich. Der Polizeiliche Staatsschutz des Landeskriminalamts hat die weiteren Ermittlungen übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1543223.php
"Friedrichstraße, Mitte, Berlin",52.52677813328421,13.387227431008384,"Nr. 0725
Gestern Abend kam es zu einem fremdenfeindlichen Übergriff in Mitte. Nach ersten Erkenntnissen sollen zwei 26-jährige Frauen gegen 19:30 Uhr in einem Lebensmittelgeschäft in der Friedrichstraße durch einen unbekannten Tatverdächtigen bezichtigt worden sein, sich an der Kasse vorgedrängelt zu haben. Anschließend habe der Mann die Frauen fremdenfeindlich beleidigt und nach einer von ihnen mit einem Einkaufskorb geschlagen. Die Frau wurde im Bereich des Rückens getroffen und erlitt Schmerzen, die jedoch keiner ärztlichen Behandlung bedurften. Der Tatverdächtige flüchtete in unbekannte Richtung. Die weiteren Ermittlungen hat der Polizeiliche Staatsschutz beim Landeskriminalamt übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1543072.php
"Arnswalder Platz, Pankow, District",52.5979174,13.435316,"Nr. 0722
Gestern Nachmittag kam es zu einem Polizeieinsatz in Prenzlauer Berg. Eine Zeugin wählte den Notruf, als sie mitbekommen hatte, wie sich eine 56-jährige Tatverdächtige gegen 16.15 Uhr in einer Grünanlage am Arnswalder Platz gegenüber einem unbekannten Mann fremdenfeindlich äußerte. Alarmierte Einsatzkräfte trafen die Tatverdächtige noch am Ort an. Der unbekannte Mann konnte nicht mehr angetroffen werden. Die weiteren Ermittlungen hat ein Fachkommissariat des Polizeilichen Staatsschutzes des Landeskriminalamts Berlin übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1543036.php
"Rathaus Steglitz, District, Steglitz-Zehlendorf",52.4292052,13.2299741,"Nr. 0708
Aus bislang ungeklärter Ursache gerieten gestern Mittag drei Personen in einem Bus in Steglitz aneinander. Gemäß Aussage einer der Involvierten, einer 70-jährigen Dame, saß diese kurz vor 14 Uhr in Begleitung ihres 44-jährigen Neffen im Bus der Linie M48 in Richtung U-Bahnhof Mohrenstraße. An der Haltestelle Rathaus Steglitz sei dann ein 36 Jahre alter Mann ebenfalls in den Bus gestiegen und habe sich in die Reihe hinter den beiden gesetzt. Kurz darauf soll der 36-Jährige der 70-Jährigen unvermittelt gegen den Hinterkopf geschlagen, Affengeräusche imitiert und eine rassistische Beleidigung getätigt haben. Zusätzlich zu den Schmerzen, die die Seniorin daraufhin verspürte, fühlten sich beide in ihren Ehrgefühlen verletzt. Der 44-Jährige soll den mutmaßlichen Angreifer daraufhin geschubst haben.
Entgegen dieser Aussagen gab der 36-Jährige gegenüber den Einsatzkräften an, dass er in Höhe der Haltestelle U-Bahnhof Schloßstraße grundlos von dem 44-Jährigen ins Gesicht geschlagen worden sein soll. Dadurch erlitt er Nasenbluten. Da er im Rahmen der Sachverhaltsaufnahme deutlich nach Alkohol roch, wurde ihm ein freiwilliger Atemalkoholtest angeboten, dem er zustimmte. Dieser ergab einen Wert von rund 2,9 Promille.
Im Rahmen der Ermittlungen, die vom Polizeilichen Staatsschutz des Landeskriminalamts Berlin übernommen wurden, gilt nun zu klären, wie sich die Auseinandersetzung wirklich abgespielt haben soll. Die Ermittlungen dauern an.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1542227.php
"Röttkenring, Lichtenberg, District",52.5321606,13.5118927,"Nr. 0705
Gestern Nachmittag hat ein Mann in Neu-Hohenschönhausen den Einsatz eines Rettungswagens der Berliner Feuerwehr gestört und verfassungsfeindliche Parolen gerufen. Nach bisherigen Erkenntnissen behinderte der offenbar stark alkoholisierte 48-Jährige gegen 15:10 Uhr im Röttkenring die Arbeit der Besatzung eines Rettungswagens, als die Rettungskräfte gerade einen anderen, offenbar ebenfalls stark alkoholisierten Mann zur Behandlung in einen Rettungswagen bringen wollten. Hinzualarmierte Kräfte des Polizeiabschnitts 31 hielten den 48-Jährigen zunächst von weiteren Störungen ab, sodass die Rettungskräfte sich weiter um ihren Patienten kümmern konnten. Im weiteren Verlauf verhielt sich der 48-Jährige zunehmend unkooperativ, rief zudem mehrere verfassungsfeindliche Parolen und zeigte den verbotenen Hitlergruß. Der 48-Jährige kam mehrfachen Aufforderungen der Polizeikräfte dies zu unterlassen nicht nach und begann sich selbst zu verletzen, indem er seinen Kopf und seine
    Hände gegen eine Wand schlug, sodass ihn die Polizeikräfte festhielten, damit er sich nicht weiter verletzt. Anschließend kam er zur Behandlung in ein Krankenhaus. Dieses konnte er nach der Behandlung wieder verlassen. Eine bei ihm durchgeführte Atemalkoholmessung erbrachte einen Wert von etwas mehr als 2,8 Promille. Der Polizeiliche Staatsschutz des Landeskriminalamts Berlin führt die weiteren Ermittlungen.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1542170.php
"Hof, Lichtenberg, Berlin",52.54600935,13.52836273360083,"Nr. 0704
Gestern Nachmittag sollen zwei noch nicht identifizierte Jungen einen Neunjährigen in Lichtenberg rassistisch beleidigt, bespuckt, geschlagen und getreten haben. Außerdem sollen sie den Jungen gegen einen Zaun gedrückt und ihm mit einem Fußball ins Gesicht geschossen haben. Nach bisherigem Kenntnisstand soll sich die Tat gegen 17:50 Uhr auf einem Hof einer Schule in Lichtenberg außerhalb der Schulzeit ereignet haben. Der Junge erlitt Schmerzen am Kopf. Eine ärztliche Behandlung war zunächst nicht erforderlich. Die weiteren Ermittlungen dauern an und wurden vom Polizeilichen Staatsschutz des Landeskriminalamts Berlin übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1542167.php
"Dunckerstraße, Prenzlauer Berg, Pankow",52.54921342901311,13.426822248773743,"Nr. 0694
Gestern Mittag musste ein Amateurfußballspiel im Ortsteil Prenzlauer Berg abgebrochen werden. Gegen 12:30 Uhr soll es auf dem Fußballplatz in der Dunckerstraße während der Spielbegegnung zu körperlichen Auseinandersetzungen gekommen sein. Nach bisherigem Kenntnisstand griffen zwei Spieler der Gastmannschaft einen Gegenspieler an. Der 38-Jährige soll von den beiden Angreifern im Alter von 36 und 53 Jahren zu Boden gestoßen und festgehalten worden sein. Einer der beiden habe ihn dabei gegen den Kopf getreten. Anschließend soll der Rest der beiden Mannschaften interveniert und die Personen voneinander getrennt haben. Auf dem Weg in die Umkleidekabinen habe der 36-Jährige zudem einen 39 Jahre alten Spieler der Heimmannschaft am Kragen gepackt und ihn mit der Faust gegen den Kopf geschlagen. Der 53-Jährige hatte beim Eintreffen der alarmierten Einsatzkräfte bereits die Spielstätte verlassen. Die Kräfte trafen den 36-jährigen Tatverdächtigen noch am Sportplatz an. Als
    dieser sich aggressiv und bedrohlich gegenüber einer Zeugin verhielt und auch der Aufforderung der Einsatzkräfte, ihr fernzubleiben, nicht nachkam, hielten ihn die Polizisten fest und schoben ihn von der 33-Jährigen weg. Dabei schlug der 36-Jährige den Arm eines Polizisten und lief in bedrohlicher Haltung auf ihn zu. Die Aufforderung des Polizisten, Abstand zu halten, missachtete er. Erst als ihm der Einsatz des Reizstoffsprühgerätes angedroht wurde, stellte er sein aggressives Verhalten gegenüber den Einsatzkräften ein. Während der körperlichen Auseinandersetzung soll der 36-Jährige von einem ihm unbekannten Gegenspieler rassistisch beleidigt worden sein. Die beiden Angegriffenen erlitten Kopfschmerzen. Während der 38-Jährige ambulant am Ort behandelt wurde, lehnte der 39-Jährige eine ärztliche Behandlung ab. Einsatzkräfte beschlagnahmten den Stollenfußballschuh des 36-Jährigen als Beweismittel und entließen ihn anschließend aus den polizeilichen Maßnahmen.
    Die beiden Mannschaften verließen das Gelände unter Aufsicht der Polizei in getrennte Richtungen. Die beiden Angreifer müssen sich wegen des Verdachts der gefährlichen Körperverletzung verantworten, der Jüngere zudem wegen einfacher Körperverletzung und Widerstands gegen Vollstreckungsbeamte. Die Kriminalpolizei sowie örtliche Abschnittskommissariate der Polizeidirektion 1 (Nord) führen die weiteren Ermittlungen. Der Polizeiliche Staatsschutz des Landeskriminalamts übernahm die Ermittlungen zur Beleidigung mit rassistischem Hintergrund.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1541509.php
"S-Bahnhof Ostkreuz, Friedrichshain-Kreuzberg",52.5011154,13.4442848,"Nr. 0683
Gestern Nachmittag kam es zu einer Beleidigung mit fremdenfeindlichem Hintergrund in Friedrichshain. Nach ersten Erkenntnissen soll ein unbekannter Tatverdächtiger gegen 15:35 Uhr am S-Bahnhof Ostkreuz einen 13-jährigen Jungen im Beisein seines 11-jährigen Freundes fremdenfeindlich beleidigt haben. Anschließend soll der Unbekannte eine brennende Zigarette auf den 13-Jährigen geschnippt haben, wodurch ein Brandloch in dessen Jacke zurückblieb. Der Unbekannte bestieg gemeinsam mit den beiden Jungen die einfahrende S-Bahn der Linie S7 habe diese am Bahnhof Lichtenberg verlassen. Die weiteren Ermittlungen hat der Polizeiliche Staatsschutz des Landeskriminalamts übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1541387.php
"Eberswalder Straße, Pankow, Berlin",52.5415154,13.4121769,"Nr. 0671
Gestern Nachmittag spuckte ein Unbekannter eine Frau im Prenzlauer Berg an. Die 60-Jährige äußerte, gegen 14:50 Uhr auf dem Gehweg der Eberswalder Straße gelaufen zu sein, als ein ihr entgegenkommender Mann zunächst abwertende Geräusche machte und ihr dann in die Haare spuckte. Sie trug zum Tatzeitpunkt Kleidung, die ihre politische Einstellung zum Nahostkonflikt verdeutlichte. Der Polizeiliche Staatsschutz des Landeskriminalamts Berlin ermittelt.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1541267.php
"Rathaus Spandau, Berlin, Germany",52.519308,13.181822451117332,"Nr. 0636
Gestern Nachmittag wurden Einsatzkräfte wegen eines randalierenden Mannes nach Spandau alarmiert. Nach ersten Erkenntnissen soll ein 39-jähriger Tatverdächtiger gegen 15:30 Uhr an der Bushaltestelle Rathaus Spandau mit einem Fuß gegen eine geschlossene Bustür getreten und umstehende Personen angebrüllt haben. Ein 42-jähriger Mann forderte ihn daraufhin auf, dies zu unterlassen. Der Tatverdächtige habe sein Gegenüber in der Folge fremdenfeindlich beleidigt und bedroht. Ferner habe er auch versucht, den 42-Jährigen zu schlagen, traf jedoch nicht. Der Angegriffene habe daraufhin seinerseits nach dem Angreifer geschlagen, wodurch dieser eine Rötung im Gesicht erlitt. Anschließend soll sich der 39-Jährige einem 58-jährigen Mann zugewendet, diesen beleidigt und ihm ins Gesicht gespuckt haben. Als der Ältere ihn daraufhin ansprach, soll der Tatverdächtige ihm zwei Mal mit der Faust ins Gesicht geschlagen haben. Gegenüber den Einsatzkräften habe sich der Mann noch
    mehrfach homophob geäußert. Eine freiwillige Atemalkoholkontrolle ergab bei ihm einen Wert von 1,48 Promille. Wegen eines offenen Haftbefehls der Staatsanwaltschaft Potsdam wurde der Tatverdächtige nach Abschluss der polizeilichen Maßnahmen in eine Justizvollzugsanstalt überstellt. Der 58-Jährige wurde zur ambulanten Behandlung in ein Krankenhaus gebracht. Der 42-Jährige bedurfte keiner ärztlichen Behandlung. Die weiteren Ermittlungen hat der Polizeiliche Staatsschutz des Landeskriminalamts übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1539713.php
